UDPRN,UPRN,POSTCODE,STREET_DESCRIPTION,x,y,lat,lng,addr_date
54027275,10090974379,GU32 3EL,LAVANT STREET,474535.09375,123454.3828125,51.00564956665039,-0.9390333294868469,2015-08-24
54027276,10090974380,GU32 3EL,LAVANT STREET,474535.09375,123454.3828125,51.00564956665039,-0.9390333294868469,2015-08-24
54027277,10090974381,GU32 3EL,LAVANT STREET,474535.09375,123454.3828125,51.00564956665039,-0.9390333294868469,2015-08-24
54027278,10090974382,GU32 3EL,LAVANT STREET,474532.625,123454.3828125,51.00564956665039,-0.9390684962272644,2015-08-24
54027279,10090974383,GU32 3EL,LAVANT STREET,474532.625,123457.4296875,51.005680084228516,-0.9390679001808167,2015-08-24
54344641,10090975224,GU32 3LS,LARCOMBE ROAD,473973.40625,122449.6484375,50.99668884277344,-0.9472416043281555,2016-10-19
54344642,10090975225,GU32 3LS,LARCOMBE ROAD,473976.78125,122447.578125,50.99666976928711,-0.9471942186355591,2016-10-19
54344643,10090975226,GU32 3LS,LARCOMBE ROAD,473996.65625,122437.0,50.99657440185547,-0.9469128847122192,2016-10-19
54344644,10090975227,GU32 3LS,LARCOMBE ROAD,473991.34375,122430.3203125,50.99651336669922,-0.9469900727272034,2016-10-19
54344645,10090975228,GU32 3LS,LARCOMBE ROAD,473982.84375,122420.2109375,50.99642562866211,-0.9471132755279541,2016-10-19
54344646,10090975229,GU32 3LS,LARCOMBE ROAD,473978.71875,122410.296875,50.996334075927734,-0.9471743106842041,2016-10-19
54344647,10090975230,GU32 3LS,LARCOMBE ROAD,473984.75,122466.6484375,50.99684143066406,-0.9470769166946411,2016-10-19
54344648,10090975231,GU32 3LS,LARCOMBE ROAD,473989.84375,122463.6015625,50.9968147277832,-0.9470046758651733,2016-10-19
54344649,10090975232,GU32 3LS,LARCOMBE ROAD,474002.90625,122454.859375,50.996734619140625,-0.9468204975128174,2016-10-19
54344650,10090975233,GU32 3LS,LARCOMBE ROAD,474015.5625,122445.9609375,50.99665069580078,-0.9466418027877808,2016-10-19
54344651,10090975234,GU32 3LS,LARCOMBE ROAD,473977.9375,122387.0234375,50.99612808227539,-0.94718998670578,2016-10-19
54344652,10090975235,GU32 3LS,LARCOMBE ROAD,473971.875,122390.140625,50.99615478515625,-0.9472755193710327,2016-10-19
54344664,10090975236,GU32 3FL,REED WAY,473916.6875,122502.6171875,50.99717330932617,-0.9480389952659607,2016-10-19
54344665,10090975237,GU32 3FL,REED WAY,473896.96875,122508.3515625,50.99722671508789,-0.9483188986778259,2016-10-19
54344666,10090975238,GU32 3FL,REED WAY,473886.46875,122510.5703125,50.997249603271484,-0.9484680891036987,2016-10-19
54344667,10090975255,GU32 3FL,REED WAY,473924.75,122481.3515625,50.99698257446289,-0.9479286074638367,2016-10-26
54344668,10090975256,GU32 3FL,REED WAY,473907.25,122483.7578125,50.997005462646484,-0.9481775760650635,2016-10-26
54344669,10090975257,GU32 3FL,REED WAY,473893.1875,122488.2734375,50.997047424316406,-0.9483770132064819,2016-10-26
54344670,10090975258,GU32 3FL,REED WAY,473891.96875,122467.921875,50.996864318847656,-0.9483984112739563,2016-10-26
54344671,10090975259,GU32 3FL,REED WAY,473890.6875,122462.0,50.99681091308594,-0.9484180212020874,2016-10-26
54344672,10090975260,GU32 3FL,REED WAY,473881.9375,122454.5,50.99674606323242,-0.9485440254211426,2016-10-26
54344674,10090975261,GU32 3FL,REED WAY,473880.375,122436.859375,50.996585845947266,-0.9485697746276855,2016-10-26
54344675,10090975262,GU32 3FL,REED WAY,473871.78125,122417.84375,50.99641799926758,-0.9486961960792542,2016-10-26
54344676,10090975263,GU32 3FL,REED WAY,473874.5625,122407.703125,50.9963264465332,-0.94865882396698,2016-10-26
54344677,10090975264,GU32 3FL,REED WAY,473873.78125,122401.5078125,50.99626922607422,-0.9486712217330933,2016-10-26
54344678,10090975265,GU32 3FL,REED WAY,473867.6875,122393.0,50.996192932128906,-0.9487593770027161,2016-10-26
54344679,10090975266,GU32 3FL,REED WAY,473863.34375,122376.15625,50.99604415893555,-0.9488248229026794,2016-10-26
54344688,10090975289,GU32 3FN,OTTER WALK,473934.75,122472.3671875,50.99689865112305,-0.9477878212928772,2016-11-02
54344689,10090975290,GU32 3FN,OTTER WALK,473925.90625,122455.8125,50.99674987792969,-0.9479172825813293,2016-11-02
54344690,10090975291,GU32 3FN,OTTER WALK,473924.125,122451.8671875,50.9967155456543,-0.9479436874389648,2016-11-02
54344691,10090975292,GU32 3FN,OTTER WALK,473921.65625,122448.109375,50.996681213378906,-0.9479793906211853,2016-11-02
54344692,10090975293,GU32 3FN,OTTER WALK,473919.28125,122441.4921875,50.99662399291992,-0.9480147957801819,2016-11-02
54344693,10090975294,GU32 3FN,OTTER WALK,473917.25,122435.9765625,50.99657440185547,-0.94804447889328,2016-11-02
54344694,10090975295,GU32 3FN,OTTER WALK,473915.25,122430.453125,50.996524810791016,-0.9480742812156677,2016-11-02
54344695,10090975296,GU32 3FN,OTTER WALK,473905.09375,122407.1171875,50.996315002441406,-0.948223888874054,2016-11-02
54344696,10090975297,GU32 3FN,OTTER WALK,473903.1875,122401.5078125,50.99626541137695,-0.9482519030570984,2016-11-02
54344697,10090975298,GU32 3FN,OTTER WALK,473901.3125,122394.7109375,50.9962043762207,-0.9482802152633667,2016-11-02
54344698,10090975299,GU32 3FN,OTTER WALK,473899.875,122390.78125,50.99617004394531,-0.9483016133308411,2016-11-02
54344699,10090975300,GU32 3FN,OTTER WALK,473898.34375,122386.7890625,50.99613571166992,-0.9483240842819214,2016-11-02
54344700,10090975301,GU32 3FN,OTTER WALK,473884.9375,122358.5,50.995880126953125,-0.9485206007957458,2016-11-02
54344701,10090975302,GU32 3FN,OTTER WALK,473884.90625,122358.578125,50.99588394165039,-0.9485210180282593,2016-11-02
54344702,10090975303,GU32 3FN,OTTER WALK,473884.84375,122358.5,50.995880126953125,-0.9485222101211548,2016-11-02
54344703,10090975304,GU32 3FN,OTTER WALK,473884.875,122358.53125,50.99588394165039,-0.9485216736793518,2016-11-02
54344704,10090975305,GU32 3FN,OTTER WALK,473884.875,122358.546875,50.99588394165039,-0.9485214948654175,2016-11-02
54344705,10090975306,GU32 3FN,OTTER WALK,473884.96875,122358.53125,50.99588394165039,-0.948520302772522,2016-11-02
54344706,10090975307,GU32 3FN,OTTER WALK,473859.71875,122361.9765625,50.99591827392578,-0.9488791823387146,2016-11-02
54344707,10090975308,GU32 3FN,OTTER WALK,473963.5625,122453.4296875,50.996726989746094,-0.947381317615509,2016-11-02
54344708,10090975309,GU32 3FN,OTTER WALK,473955.65625,122438.25,50.99658966064453,-0.9474971294403076,2016-11-02
54344709,10090975310,GU32 3FN,OTTER WALK,473953.21875,122434.59375,50.99655532836914,-0.9475322961807251,2016-11-02
54344710,10090975311,GU32 3FN,OTTER WALK,473951.125,122427.53125,50.99649429321289,-0.9475640058517456,2016-11-02
54344711,10090975312,GU32 3FN,OTTER WALK,473949.5,122421.9765625,50.99644470214844,-0.9475882053375244,2016-11-02
54344712,10090975313,GU32 3FN,OTTER WALK,473953.71875,122397.8828125,50.9962272644043,-0.9475330114364624,2016-11-02
54344713,10090975314,GU32 3FN,OTTER WALK,473950.78125,122393.03125,50.996185302734375,-0.9475756287574768,2016-11-02
54344714,10090975315,GU32 3FN,OTTER WALK,473947.375,122387.9921875,50.99613952636719,-0.9476252794265747,2016-11-02
54344715,10090975316,GU32 3FN,OTTER WALK,473942.625,122377.5625,50.99604415893555,-0.9476947784423828,2016-11-02
54344716,10090975317,GU32 3FN,OTTER WALK,473940.71875,122374.046875,50.99601364135742,-0.9477226734161377,2016-11-02
54344717,10090975318,GU32 3FN,OTTER WALK,473929.28125,122358.7890625,50.995880126953125,-0.9478887915611267,2016-11-02
54344718,10090975319,GU32 3FN,OTTER WALK,473933.65625,122356.2734375,50.99585723876953,-0.9478269219398499,2016-11-02
54344719,10090975320,GU32 3FN,OTTER WALK,473942.9375,122351.4921875,50.995811462402344,-0.947695791721344,2016-11-02
54344720,10090975321,GU32 3FN,OTTER WALK,473947.78125,122348.6015625,50.995784759521484,-0.9476273059844971,2016-11-02
54344721,10090975322,GU32 3FN,OTTER WALK,473936.5,122328.859375,50.995609283447266,-0.9477919936180115,2016-11-02
54344722,10090975323,GU32 3FN,OTTER WALK,473931.53125,122331.6875,50.995635986328125,-0.9478626251220703,2016-11-02
54344723,10090975324,GU32 3FN,OTTER WALK,473919.96875,122331.3984375,50.99563217163086,-0.9480270147323608,2016-11-02
54344724,10090975325,GU32 3FN,OTTER WALK,473915.15625,122333.921875,50.99565887451172,-0.9480953216552734,2016-11-02
54344727,10090975267,GU32 3FP,MARSH CLOSE,473976.09375,122472.28125,50.99689483642578,-0.9471988081932068,2016-10-26
54344728,10090975268,GU32 3FP,MARSH CLOSE,473988.46875,122488.203125,50.99703598022461,-0.9470195174217224,2016-10-26
54344729,10090975270,GU32 3FP,MARSH CLOSE,473993.3125,122492.46875,50.997074127197266,-0.9469494819641113,2016-10-26
54344730,10090975271,GU32 3FP,MARSH CLOSE,474009.5,122504.203125,50.99717712402344,-0.9467164874076843,2016-10-26
54344731,10090975272,GU32 3FP,MARSH CLOSE,474009.46875,122504.1015625,50.99717330932617,-0.9467169046401978,2016-10-26
54344732,10090975273,GU32 3FP,MARSH CLOSE,474014.0625,122499.296875,50.99713134765625,-0.9466525912284851,2016-10-26
54344733,10090975274,GU32 3FP,MARSH CLOSE,474048.15625,122512.7109375,50.99724578857422,-0.946164071559906,2016-10-26
54344734,10090975275,GU32 3FP,MARSH CLOSE,474049.90625,122508.1875,50.99720764160156,-0.9461398124694824,2016-10-26
54344735,10090975276,GU32 3FP,MARSH CLOSE,474051.75,122504.3125,50.997169494628906,-0.9461145997047424,2016-10-26
54344736,10090975277,GU32 3FP,MARSH CLOSE,474054.0,122499.703125,50.99713134765625,-0.9460831880569458,2016-10-26
54344737,10090975278,GU32 3FP,MARSH CLOSE,474038.59375,122486.578125,50.997013092041016,-0.9463056921958923,2016-10-26
54344738,10090975279,GU32 3FP,MARSH CLOSE,474032.9375,122482.796875,50.996978759765625,-0.9463866949081421,2016-10-26
54344739,10090975280,GU32 3FP,MARSH CLOSE,474029.03125,122478.7109375,50.996944427490234,-0.946443498134613,2016-10-26
54344740,10090975281,GU32 3FP,MARSH CLOSE,474021.6875,122470.3203125,50.99686813354492,-0.9465494751930237,2016-10-26
54344741,10090975282,GU32 3FP,MARSH CLOSE,474018.09375,122466.3515625,50.99683380126953,-0.9466016292572021,2016-10-26
54416541,10090974242,GU31 4FG,MERRITTS MEADOW,474945.09375,123732.0703125,51.008094787597656,-0.9331334829330444,2015-06-03
54416542,10090974243,GU31 4FG,MERRITTS MEADOW,474959.03125,123720.2109375,51.00798797607422,-0.9329373240470886,2015-06-03
54434121,10094122550,GU32 3DY,CHAPEL STREET,474598.8125,123386.296875,51.00503158569336,-0.9381392002105713,2017-09-11
54434122,10094119710,GU32 3DY,CHAPEL STREET,474616.8125,123385.6328125,51.00502395629883,-0.9378827214241028,2018-04-14
54719244,10094119822,GU31 4FR,WEALD WAY,474589.875,122650.7578125,50.998416900634766,-0.9384176135063171,2018-06-02
54719245,10094119715,GU31 4FR,WEALD WAY,474599.03125,122670.953125,50.998600006103516,-0.9382829070091248,2018-05-30
54719246,10094119542,GU31 4FR,WEALD WAY,474626.625,122711.53125,50.998958587646484,-0.9378812909126282,2018-04-04
54719247,10094119548,GU31 4FR,WEALD WAY,474616.5,122686.3984375,50.99873733520508,-0.9380307793617249,2018-04-05
54719248,10094119906,GU31 4FR,WEALD WAY,474622.4375,122694.5234375,50.998809814453125,-0.9379444718360901,2018-08-14
54719249,10094120539,GU31 4FR,WEALD WAY,474625.0,122699.0,50.99884796142578,-0.9379070997238159,2018-10-22
54719253,10094119818,GU31 4FR,WEALD WAY,474655.5,122759.2421875,50.999385833740234,-0.9374603033065796,2018-07-26
54719254,10094120540,GU31 4FR,WEALD WAY,474636.0,122711.0,50.99895477294922,-0.9377478957176208,2018-10-22
54719255,10094119762,GU31 4FR,WEALD WAY,474643.0,122719.0,50.999027252197266,-0.9376465082168579,2018-11-20
54719256,10094120541,GU31 4FR,WEALD WAY,474646.0,122723.0,50.999061584472656,-0.9376028776168823,2018-10-22
54719257,10094120542,GU31 4FR,WEALD WAY,474649.0,122734.0,50.99916076660156,-0.9375578761100769,2018-10-22
54719258,10094119800,GU31 4FR,WEALD WAY,474676.21875,122790.6796875,50.999664306640625,-0.9371585249900818,2018-07-13
54719259,10094120543,GU31 4FR,WEALD WAY,474658.0,122749.0,50.99929428100586,-0.9374266266822815,2018-10-22
54719260,10094120544,GU31 4FR,WEALD WAY,474662.0,122752.0,50.99932098388672,-0.9373689889907837,2018-10-22
54719261,10094119683,GU31 4FR,WEALD WAY,474676.21875,122790.6796875,50.999664306640625,-0.9371585249900818,2018-05-14
54719262,10094119802,GU31 4FR,WEALD WAY,474679.78125,122795.640625,50.99971008300781,-0.9371069073677063,2018-07-18
54719263,10094119692,GU31 4FR,WEALD WAY,474678.15625,122775.6796875,50.99953079223633,-0.9371340274810791,2018-05-17
54719264,10094119696,GU31 4FR,WEALD WAY,474687.28125,122787.921875,50.999637603759766,-0.9370015859603882,2018-05-21
54719265,10094119455,GU31 4FR,WEALD WAY,474655.6875,122717.6015625,50.9990119934082,-0.9374660849571228,2018-03-08
54719266,10094119582,GU31 4FR,WEALD WAY,474663.625,122728.3203125,50.999107360839844,-0.9373509287834167,2018-04-25
54719268,10094120545,GU31 4FR,WEALD WAY,474508.0,122662.0,50.998531341552734,-0.9395816922187805,2018-10-22
54719269,10094120546,GU31 4FR,WEALD WAY,474508.0,122662.0,50.998531341552734,-0.9395816922187805,2018-10-22
54719270,10094120547,GU31 4FR,WEALD WAY,474508.0,122662.0,50.998531341552734,-0.9395816922187805,2018-10-22
54719271,10094120548,GU31 4FR,WEALD WAY,474508.0,122662.0,50.998531341552734,-0.9395816922187805,2018-10-22
54719272,10094120549,GU31 4FR,WEALD WAY,474508.0,122662.0,50.998531341552734,-0.9395816922187805,2018-10-22
54719273,10094120550,GU31 4FR,WEALD WAY,474508.0,122662.0,50.998531341552734,-0.9395816922187805,2018-10-22
54719275,10094119518,GU31 4FS,GREENSAND WAY,474633.375,122643.328125,50.99834442138672,-0.9377993941307068,2018-02-06
54719276,10094120276,GU31 4FS,GREENSAND WAY,474644.46875,122634.8671875,50.998268127441406,-0.9376428127288818,2018-10-05
54719277,10094120400,GU31 4FS,GREENSAND WAY,474657.6875,122625.609375,50.99818420410156,-0.9374561905860901,2018-10-18
54719278,10094120560,GU31 4FS,GREENSAND WAY,474667.46875,122613.109375,50.998069763183594,-0.9373193979263306,2018-10-22
54719279,10094120561,GU31 4FS,GREENSAND WAY,474675.78125,122606.53125,50.998008728027344,-0.9372023940086365,2018-10-22
54719280,10094120562,GU31 4FS,GREENSAND WAY,474687.28125,122603.03125,50.99797821044922,-0.937039315700531,2018-10-22
54719281,10094120563,GU31 4FS,GREENSAND WAY,474718.28125,122587.453125,50.997833251953125,-0.936600923538208,2018-10-22
54719282,10094120564,GU31 4FS,GREENSAND WAY,474722.71875,122584.8671875,50.99781036376953,-0.9365382194519043,2018-10-22
54719283,10094120565,GU31 4FS,GREENSAND WAY,474734.21875,122577.9921875,50.997745513916016,-0.936375617980957,2018-10-22
54719284,10094120566,GU31 4FS,GREENSAND WAY,474739.71875,122575.0078125,50.997718811035156,-0.9362980127334595,2018-10-22
54719285,10094120551,GU31 4FS,GREENSAND WAY,474652.9375,122655.8984375,50.99845504760742,-0.9375178217887878,2018-10-22
54719286,10094120552,GU31 4FS,GREENSAND WAY,474665.78125,122646.7734375,50.998374938964844,-0.9373369216918945,2018-10-22
54719287,10094120553,GU31 4FS,GREENSAND WAY,474686.8125,122631.5625,50.998233795166016,-0.9370402097702026,2018-10-22
54719288,10094120554,GU31 4FS,GREENSAND WAY,474716.5625,122617.140625,50.99810028076172,-0.936619222164154,2018-10-22
54719289,10094120555,GU31 4FS,GREENSAND WAY,474735.21875,122608.1484375,50.998016357421875,-0.9363551735877991,2018-10-22
54719290,10094120556,GU31 4FS,GREENSAND WAY,474753.34375,122600.8671875,50.997947692871094,-0.9360985159873962,2018-10-22
54719291,10094120557,GU31 4FS,GREENSAND WAY,474776.78125,122591.078125,50.99785614013672,-0.9357668161392212,2018-10-22
54719292,10094120558,GU31 4FS,GREENSAND WAY,474782.96875,122602.9921875,50.997962951660156,-0.9356759190559387,2018-10-22
54719293,10094120559,GU31 4FS,GREENSAND WAY,474772.28125,122627.0625,50.9981803894043,-0.9358235001564026,2018-10-22
54719311,10094119904,GU31 4FT,HARVEST DRIVE,474656.6875,122696.703125,50.99882125854492,-0.9374558925628662,2018-08-13
54719312,10094120567,GU31 4FT,HARVEST DRIVE,474681.1875,122674.203125,50.998619079589844,-0.9371113777160645,2018-10-22
54719313,10094120568,GU31 4FT,HARVEST DRIVE,474678.40625,122668.8984375,50.99856948852539,-0.9371523857116699,2018-10-22
54719314,10094120569,GU31 4FT,HARVEST DRIVE,474676.6875,122664.1015625,50.99852752685547,-0.9371775984764099,2018-10-22
54719315,10094120571,GU31 4FT,HARVEST DRIVE,474664.1875,122710.296875,50.99894332885742,-0.9373462200164795,2018-10-23
54719316,10094120572,GU31 4FT,HARVEST DRIVE,474668.0,122711.0,50.99895095825195,-0.9372919201850891,2018-10-23
54719317,10094120573,GU31 4FT,HARVEST DRIVE,474695.0,122713.0,50.998966217041016,-0.9369068145751953,2018-10-23
54719318,10094120574,GU31 4FT,HARVEST DRIVE,474682.90625,122703.703125,50.99888229370117,-0.9370810985565186,2018-10-23
54719319,10094120575,GU31 4FT,HARVEST DRIVE,474686.8125,122700.1015625,50.99884796142578,-0.93702632188797,2018-10-23
54719320,10094120576,GU31 4FT,HARVEST DRIVE,474690.1875,122696.796875,50.99882125854492,-0.9369785189628601,2018-10-23
54719321,10094120577,GU31 4FT,HARVEST DRIVE,474694.09375,122693.296875,50.99878692626953,-0.9369236826896667,2018-10-23
54719322,10094120578,GU31 4FT,HARVEST DRIVE,474712.0,122709.0,50.99892807006836,-0.936665415763855,2018-10-23
54719323,10094120579,GU31 4FT,HARVEST DRIVE,474716.5,122711.6015625,50.99895095825195,-0.9366008043289185,2018-10-23
54719324,10094120580,GU31 4FT,HARVEST DRIVE,474721.09375,122714.0,50.99897003173828,-0.9365347027778625,2018-10-23
54719325,10094120581,GU31 4FT,HARVEST DRIVE,474736.59375,122680.6015625,50.9986686706543,-0.9363207817077637,2018-10-23
54719326,10094120582,GU31 4FT,HARVEST DRIVE,474733.6875,122685.1015625,50.99871063232422,-0.9363611936569214,2018-10-23
54719327,10094120583,GU31 4FT,HARVEST DRIVE,474732.1875,122689.5,50.998748779296875,-0.9363815784454346,2018-10-23
54719328,10094120584,GU31 4FT,HARVEST DRIVE,474729.40625,122694.8984375,50.99879837036133,-0.9364203810691833,2018-10-23
54719329,10094120585,GU31 4FT,HARVEST DRIVE,474702.90625,122676.703125,50.99863815307617,-0.9368016719818115,2018-10-23
54719330,10094120586,GU31 4FT,HARVEST DRIVE,474700.59375,122671.8984375,50.99859619140625,-0.936835527420044,2018-10-23
54719331,10094120587,GU31 4FT,HARVEST DRIVE,474698.09375,122667.203125,50.99855422973633,-0.936872124671936,2018-10-23
54719332,10094120588,GU31 4FT,HARVEST DRIVE,474696.40625,122662.5,50.998512268066406,-0.9368972778320312,2018-10-23
54719333,10094120589,GU31 4FT,HARVEST DRIVE,474696.5,122647.3984375,50.998374938964844,-0.9368988871574402,2018-10-23
54719334,10094120590,GU31 4FT,HARVEST DRIVE,474693.59375,122643.8984375,50.99834442138672,-0.9369410276412964,2018-10-23
54719335,10094120591,GU31 4FT,HARVEST DRIVE,474690.90625,122639.796875,50.99830627441406,-0.9369803071022034,2018-10-23
54719336,10094120592,GU31 4FT,HARVEST DRIVE,474689.09375,122635.296875,50.998268127441406,-0.9370068907737732,2018-10-23
54719342,10094120593,GU31 4FU,COWSLIP DRIVE,474673.375,122580.796875,50.997779846191406,-0.937242329120636,2018-10-23
54719343,10094120594,GU31 4FU,COWSLIP DRIVE,474668.0625,122567.703125,50.99766159057617,-0.9373204112052917,2018-10-23
54719344,10094120595,GU31 4FU,COWSLIP DRIVE,474704.84375,122595.078125,50.997901916503906,-0.9367907047271729,2018-10-23
54719345,10094120596,GU31 4FU,COWSLIP DRIVE,474693.75,122577.6171875,50.99774932861328,-0.9369525909423828,2018-10-23
54719346,10094120597,GU31 4FU,COWSLIP DRIVE,474685.28125,122562.140625,50.99760818481445,-0.9370763897895813,2018-10-23
54719347,10094120598,GU31 4FU,COWSLIP DRIVE,474689.625,122558.171875,50.99757385253906,-0.9370149970054626,2018-10-23
54719348,10094120599,GU31 4FU,COWSLIP DRIVE,474693.625,122555.0,50.99754333496094,-0.9369590878486633,2018-10-23
54719349,10094120600,GU31 4FU,COWSLIP DRIVE,474697.4375,122551.6875,50.99751281738281,-0.9369052052497864,2018-10-23
54719350,10094120601,GU31 4FU,COWSLIP DRIVE,474719.125,122564.5234375,50.99762725830078,-0.9365934133529663,2018-10-23
54719351,10094120602,GU31 4FU,COWSLIP DRIVE,474706.15625,122543.2265625,50.9974365234375,-0.9367824792861938,2018-10-23
54719352,10094120603,GU31 4FU,COWSLIP DRIVE,474713.4375,122538.0703125,50.99739074707031,-0.9366798996925354,2018-10-23
54719353,10094120604,GU31 4FU,COWSLIP DRIVE,474731.1875,122524.84375,50.99726867675781,-0.9364299774169922,2018-10-23
54719354,10094120605,GU31 4FU,COWSLIP DRIVE,474737.25,122534.1015625,50.997352600097656,-0.9363415241241455,2018-10-23
54719355,10094120606,GU31 4FU,COWSLIP DRIVE,474742.15625,122540.1796875,50.997406005859375,-0.9362704157829285,2018-10-23
